IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,College_Num
102,5.09,4.8,1,1,6,3,4,0,16
99,7.73,7.62,9,1,9,5,5,0,57
92,8.64,9.0,7,1,3,6,0,0,92
103,8.11,7.83,2,0,2,9,5,0,25
107,8.8,9.11,6,0,0,4,4,0,22
73,8.63,8.41,10,1,2,5,1,0,55
91,8.46,7.99,9,1,1,9,5,0,34
96,9.11,8.72,5,0,4,4,4,0,15
103,8.23,8.48,3,1,0,2,4,0,16
117,7.01,6.77,10,0,3,9,5,1,16
88,7.36,7.51,4,1,7,3,0,0,38
92,8.58,8.78,3,0,8,6,4,0,86
92,9.38,9.23,1,1,0,9,5,1,93
87,6.36,6.33,10,0,2,3,3,0,32
94,6.71,6.61,7,1,5,8,2,0,43
111,9.65,10.1,8,1,4,9,5,1,88
84,7.89,7.71,2,0,0,3,0,0,50
106,5.89,5.57,8,1,1,3,2,0,87
74,8.32,8.19,9,1,1,4,4,0,57
91,9.95,10.12,7,1,6,1,1,0,38
95,9.12,9.32,1,0,5,2,5,0,23
125,8.73,9.15,4,1,5,1,5,1,89
95,6.04,6.42,7,1,0,3,0,0,90
66,9.38,9.17,6,0,0,6,4,0,36
70,7.63,7.59,8,0,3,8,4,0,50
100,9.45,9.7,6,0,9,5,1,0,98
109,6.65,7.07,10,0,5,8,4,0,13
105,5.31,5.15,6,0,10,6,3,0,97
102,7.38,7.32,10,1,5,1,1,0,4
117,6.35,6.75,6,0,4,3,0,0,36
91,8.58,8.44,7,1,3,2,0,0,63
113,9.79,9.77,5,1,1,6,2,1,84
75,8.45,8.85,9,1,6,8,3,1,93
86,9.43,9.73,7,0,5,6,5,0,79
72,7.27,7.01,1,0,6,4,3,0,54
95,8.86,8.68,9,0,2,4,0,0,79
99,9.22,9.07,6,0,0,9,4,1,77
101,8.55,8.96,8,0,0,1,5,0,60
100,7.54,8.04,9,0,3,2,3,0,14
86,8.13,8.4,2,0,3,4,3,0,60
97,8.5,8.48,2,0,6,3,4,0,60
77,6.27,5.78,5,1,6,9,1,0,22
120,9.05,9.25,5,0,3,5,4,1,65
95,9.75,9.64,10,1,6,8,2,1,65
92,7.33,7.46,10,0,7,4,2,0,31
123,8.51,8.62,2,0,8,4,5,1,97
81,8.69,8.67,10,1,5,10,0,0,65
83,8.31,8.75,4,1,3,3,1,0,88
83,7.74,7.26,9,0,9,9,3,0,22
98,9.41,9.62,4,0,1,10,5,1,87
106,7.24,7.15,1,1,8,2,0,0,66
111,5.31,5.52,5,1,6,3,0,0,86
138,9.22,9.4,2,1,5,3,5,1,73
66,8.37,7.88,6,0,3,3,5,0,4
109,9.25,9.04,1,0,3,4,3,0,89
91,5.69,5.38,7,1,1,5,3,0,79
91,5.15,4.82,7,0,0,6,4,0,88
90,9.67,9.9,4,0,4,5,2,0,7
86,5.74,5.48,9,1,5,9,3,0,72
125,9.05,9.02,3,1,9,7,4,1,27
112,9.12,8.87,5,0,8,7,2,1,91
100,8.54,8.62,5,0,0,7,1,0,45
120,5.66,5.88,8,1,4,7,1,0,99
77,8.34,8.17,10,0,10,2,1,0,61
80,9.45,9.55,10,0,4,8,3,1,94
67,7.13,7.45,4,1,8,10,2,0,39
89,7.07,6.66,1,1,10,1,5,0,93
102,7.21,7.42,5,1,10,6,2,0,5
101,5.41,5.23,1,0,3,3,1,0,82
102,9.46,9.08,3,1,2,6,0,0,79
78,9.35,9.4,6,1,2,6,2,0,90
112,9.99,9.72,1,1,5,8,2,1,55
103,7.93,8.25,10,0,10,4,4,0,2
110,8.76,8.3,3,1,0,3,1,0,95
71,6.01,5.61,7,0,0,2,0,0,25
104,8.34,8.36,2,1,0,6,4,0,89
82,8.25,8.34,6,0,6,3,0,0,32
94,9.51,9.74,7,0,4,4,5,0,58
108,9.15,8.91,2,1,10,9,0,0,22
101,9.69,10.03,5,1,8,7,5,0,52
87,9.34,9.79,10,1,10,1,0,0,74
100,9.34,9.34,10,1,2,4,3,0,61
77,5.32,5.58,1,0,5,8,2,0,100
117,9.23,9.25,3,1,6,10,2,1,76
96,8.04,7.61,1,0,2,4,4,0,21
116,6.9,6.73,3,1,8,1,5,0,62
92,5.28,4.87,4,1,1,10,0,0,15
92,8.39,8.88,5,1,6,2,0,0,11
88,6.64,6.37,4,1,9,5,2,0,46
113,7.34,7.48,4,1,3,6,5,0,71
89,8.41,8.19,9,0,8,1,0,0,88
109,9.56,9.71,9,1,6,5,0,0,30
94,9.13,8.84,9,0,7,8,0,0,14
70,7.25,7.54,5,0,10,8,1,0,40
91,6.94,6.55,5,0,9,2,1,0,70
82,6.2,6.6,2,0,2,9,1,0,50
100,6.86,7.2,6,0,5,2,5,0,46
82,5.56,5.74,2,1,3,4,5,0,72
113,9.86,9.43,10,1,3,10,4,1,36
98,7.87,7.58,5,0,1,4,0,0,56
97,5.64,6.0,5,1,10,4,1,0,12
109,6.76,6.38,4,0,9,7,1,0,69
114,7.74,7.4,5,1,8,8,3,1,77
99,7.66,7.7,7,0,10,8,4,0,19
88,5.18,4.95,10,0,0,4,1,0,22
73,9.75,9.47,2,0,0,4,1,0,12
89,6.38,6.46,1,0,6,6,1,0,32
90,5.08,4.95,4,1,9,9,3,0,38
101,5.38,5.02,7,1,6,5,3,0,61
94,7.9,7.93,1,0,3,2,4,0,38
110,5.69,5.58,4,0,7,9,0,0,81
90,5.21,5.44,6,0,4,9,0,0,90
99,6.9,6.5,6,0,5,1,5,0,80
117,8.11,8.23,1,1,3,9,4,1,12
105,5.56,5.5,7,0,2,7,5,0,46
99,6.57,6.48,5,0,1,1,0,0,80
90,7.09,6.82,6,1,7,2,2,0,69
90,5.8,5.33,1,0,10,2,5,0,72
87,7.53,7.88,7,1,4,8,0,0,71
91,5.43,5.26,4,0,9,1,3,0,91
111,5.23,5.41,3,0,5,3,3,0,26
96,7.6,8.05,4,0,5,1,1,0,77
79,6.24,6.3,9,1,3,5,3,0,99
126,5.48,5.38,5,1,8,4,2,0,46
104,7.12,6.89,5,0,6,3,2,0,17
78,9.58,10.01,8,0,9,8,2,1,7
93,8.62,8.8,7,1,7,7,1,0,73
101,9.08,9.25,3,1,6,4,0,0,74
125,9.36,9.29,1,0,3,1,1,0,64
83,9.86,10.21,2,1,8,7,3,0,42
114,8.82,9.03,3,1,1,3,2,1,53
120,8.04,7.82,1,0,4,5,1,0,14
90,6.83,6.93,1,0,1,8,5,0,37
95,5.91,5.84,8,1,7,9,1,0,13
84,8.43,7.94,8,0,8,10,2,0,72
96,9.97,10.28,2,1,2,10,4,1,52
99,7.34,6.96,8,1,4,7,2,0,74
109,8.62,8.63,2,0,8,6,4,0,33
116,7.48,7.32,5,0,5,5,2,0,20
88,7.16,7.0,1,0,2,5,0,0,68
70,7.05,7.03,9,1,5,4,4,0,1
99,7.52,8.02,4,1,8,7,4,0,83
104,6.83,6.74,10,1,10,1,5,0,88
103,8.74,8.42,2,1,10,3,1,0,61
95,9.37,9.48,1,0,9,6,4,0,54
101,9.41,9.15,6,0,6,10,3,1,75
122,6.14,5.75,8,0,3,1,1,0,86
105,9.48,9.03,4,0,3,7,1,0,37
94,6.71,6.23,1,0,0,2,5,0,67
92,6.55,6.48,1,1,2,7,0,0,81
97,8.63,8.56,6,1,8,4,1,0,40
124,6.52,6.21,2,0,0,9,1,0,20
97,5.26,5.54,5,0,1,5,3,0,35
99,6.87,6.5,2,0,1,1,1,0,40
92,8.61,9.03,9,0,7,4,4,0,79
116,6.63,6.72,2,1,5,4,5,0,75
129,8.15,7.68,5,1,6,4,5,0,13
106,8.3,8.76,4,0,10,3,0,0,90
101,8.67,8.48,1,0,3,3,5,0,23
100,9.49,9.44,10,0,10,10,5,1,13
64,7.16,6.94,9,0,3,5,3,0,48
111,5.83,6.06,3,1,3,5,5,0,50
102,6.59,6.58,10,1,5,2,2,0,80
106,7.16,6.79,8,0,3,10,2,0,78
89,8.57,8.17,4,0,0,10,2,1,52
94,5.07,5.3,9,1,0,9,3,0,98
93,6.58,6.32,5,1,7,3,2,0,93
115,8.9,8.54,2,1,1,4,4,1,92
94,8.35,8.35,8,0,8,2,2,0,27
131,8.66,8.96,4,0,9,8,2,1,38
106,9.06,8.84,2,0,7,7,0,0,77
80,8.92,8.7,6,1,0,3,2,0,67
98,8.41,8.74,1,0,9,5,2,0,69
90,7.2,6.85,8,1,10,1,1,0,59
67,9.92,10.04,9,1,7,6,4,0,80
123,7.85,8.31,7,0,8,10,3,1,31
110,6.01,6.35,9,1,3,6,0,0,86
107,6.46,6.02,2,1,6,5,3,0,3
102,8.47,8.29,1,0,3,9,2,1,69
79,9.62,9.26,7,1,2,4,1,0,67
92,5.89,6.34,4,0,10,2,2,0,79
112,5.41,5.9,10,1,0,7,2,0,98
84,9.41,9.14,8,0,1,5,5,0,15
62,9.58,9.75,3,0,6,7,5,0,27
96,6.38,6.72,7,1,5,7,0,0,77
97,6.89,6.62,7,0,7,7,0,0,98
102,8.3,7.99,10,1,10,3,3,0,18
110,6.65,6.16,9,0,2,5,2,0,10
109,9.39,9.3,4,0,5,1,5,0,32
103,5.54,5.94,10,0,5,6,3,0,68
117,5.19,5.59,1,1,1,4,2,0,66
77,6.04,5.67,7,1,0,2,0,0,30
107,6.43,6.13,10,1,1,3,1,0,52
109,5.56,5.47,6,0,8,3,5,0,95
81,5.33,5.61,1,0,5,1,5,0,57
77,8.78,8.89,9,1,2,7,3,0,46
88,5.82,5.83,10,1,9,10,3,0,3
90,9.57,9.66,8,1,6,3,4,0,63
111,6.84,6.44,10,1,0,7,5,0,44
90,8.35,8.33,4,0,7,10,4,1,69
87,6.13,6.62,5,1,9,10,1,0,98
90,6.2,5.79,8,0,6,9,5,0,78
116,7.87,7.89,2,1,2,6,4,0,55
100,7.8,7.6,6,0,3,8,1,0,58
97,8.84,8.88,10,1,10,1,2,0,62
98,8.79,8.86,2,0,6,8,4,1,7
119,8.35,8.43,8,0,3,8,4,1,79
88,7.25,7.6,5,0,4,3,3,0,19
119,9.45,9.34,10,0,0,6,1,0,19
103,8.11,8.13,3,1,4,6,3,0,81
97,9.95,9.46,2,1,9,7,4,0,48
137,9.1,9.39,4,0,9,3,5,1,77
84,5.22,4.98,8,0,3,10,2,0,57
94,6.6,6.92,1,1,2,1,0,0,21
81,7.86,7.63,10,0,8,9,1,0,1
114,8.61,8.12,3,0,0,6,1,0,82
125,7.75,7.4,1,1,9,5,2,0,24
125,8.93,9.42,2,1,4,2,2,1,30
118,6.41,6.23,10,1,9,4,1,0,62
97,5.92,5.53,7,1,1,5,1,0,71
94,5.27,4.89,1,0,4,10,2,0,27
74,7.87,7.68,9,1,4,4,5,0,52
130,8.44,7.98,8,0,9,10,2,1,27
107,6.63,6.64,1,0,10,4,2,0,67
92,8.07,7.78,10,0,0,6,4,0,80
119,5.26,5.28,1,0,3,4,5,0,4
85,5.5,5.14,2,0,6,9,1,0,45
106,8.51,8.44,2,0,0,2,1,0,57
97,6.84,6.94,6,1,9,5,2,0,1
109,8.36,7.92,1,1,1,3,3,0,97
99,9.16,9.06,4,0,3,8,0,0,44
78,9.26,9.06,7,1,9,3,1,0,90
101,5.86,5.6,9,1,1,8,4,0,67
115,7.43,7.53,10,0,1,8,0,0,4
99,8.67,8.76,3,1,0,2,3,0,33
111,8.87,9.0,4,0,1,10,5,1,50
84,8.92,8.58,5,1,2,7,4,0,5
99,6.14,5.93,5,0,3,6,2,0,93
90,5.96,5.67,2,0,0,1,3,0,52
111,7.95,7.99,5,0,0,2,2,0,11
100,8.71,8.67,10,0,6,4,4,0,3
110,6.6,6.43,1,1,4,2,4,0,18
116,5.52,5.81,7,1,6,5,2,0,30
110,8.58,8.17,5,1,9,3,0,0,81
104,6.5,6.97,6,0,8,6,1,0,46
85,5.83,5.45,9,0,0,9,1,0,94
99,5.74,6.01,3,0,7,10,5,0,94
92,6.57,6.44,1,0,9,7,4,0,97
94,7.96,8.33,8,1,3,5,3,0,17
94,6.79,6.36,2,1,8,1,2,0,39
85,5.1,4.97,2,0,1,1,3,0,80
70,5.48,5.32,10,0,8,1,2,0,33
89,6.45,6.94,4,1,7,3,3,0,66
102,8.3,8.79,5,1,5,7,5,0,66
79,5.49,5.18,1,0,4,9,2,0,88
100,7.8,7.93,3,0,2,6,4,0,5
128,5.6,5.64,8,0,0,7,0,0,36
115,6.06,5.71,6,0,5,3,1,0,3
124,5.86,5.53,3,1,9,8,3,1,32
105,5.34,5.83,7,0,4,10,5,0,14
117,8.36,8.31,6,1,7,6,1,0,38
89,7.32,6.95,5,0,0,3,3,0,5
90,9.16,8.87,8,0,9,2,4,0,46
58,5.49,5.26,8,0,0,9,5,0,90
117,5.72,5.73,3,1,6,7,4,0,56
123,6.53,6.37,8,0,7,10,3,1,81
91,8.83,8.79,10,1,9,10,3,1,60
96,6.53,6.2,9,1,0,9,3,0,83
88,7.04,6.87,10,1,8,4,5,0,75
105,6.51,6.08,3,0,6,4,4,0,7
116,5.4,5.79,8,1,6,6,0,0,13
73,9.7,9.4,8,1,7,2,0,0,25
106,7.74,8.0,7,1,7,10,3,0,12
95,8.94,8.79,8,1,0,1,2,0,31
101,8.29,8.26,1,0,3,10,0,0,92
106,7.57,7.36,3,0,10,3,4,0,15
97,5.45,5.65,6,0,8,5,4,0,97
98,8.21,8.55,7,0,2,2,5,0,11
96,5.78,5.57,7,0,5,9,4,0,32
114,7.07,6.81,6,0,3,1,1,0,80
106,8.15,8.33,4,0,0,3,1,0,9
103,8.91,8.61,5,1,2,5,4,0,52
80,8.43,8.57,9,0,2,1,0,0,41
94,8.36,7.95,1,1,2,4,1,0,12
113,5.75,5.87,2,0,10,10,2,1,83
100,6.73,6.74,5,0,5,1,3,0,78
109,5.21,4.82,5,1,8,7,1,0,12
126,8.6,8.75,7,1,6,1,1,0,64
115,9.76,9.71,8,0,6,3,0,0,88
101,6.32,6.04,10,0,0,4,0,0,73
92,5.44,5.29,6,0,8,4,2,0,85
61,7.38,7.37,6,1,3,7,5,0,12
97,9.28,8.87,5,1,7,5,2,0,37
95,7.76,8.22,5,0,0,8,5,1,5
105,5.23,5.4,8,0,7,3,2,0,9
97,9.87,9.47,5,0,8,8,2,1,57
95,9.14,9.46,6,0,4,9,1,0,20
73,5.66,5.48,3,0,6,9,2,0,70
85,9.61,9.71,5,1,10,9,5,1,13
107,7.25,7.03,9,1,9,1,2,0,80
125,6.86,7.09,3,0,1,9,4,1,84
98,7.31,7.53,8,0,0,8,1,0,5
104,9.17,9.22,7,1,10,2,1,0,43
114,8.3,8.04,4,1,5,3,1,0,81
87,5.3,5.05,5,0,8,7,3,0,54
105,9.79,9.67,8,1,0,3,2,0,62
88,5.74,5.39,10,0,9,2,5,0,10
112,8.73,8.57,7,0,0,4,2,1,30
102,8.18,8.36,10,0,3,9,2,1,7
104,5.94,6.27,10,0,9,2,0,0,57
88,5.85,5.68,2,0,5,1,0,0,11
110,9.35,9.08,8,1,8,10,0,0,72
131,7.1,7.43,8,0,1,7,3,0,51
84,8.27,8.66,9,0,4,1,2,0,64
94,7.52,7.43,2,0,6,6,1,0,31
103,8.64,8.17,4,0,3,5,1,0,1
111,7.4,7.59,2,0,5,8,4,1,89
91,6.44,6.72,4,1,5,3,5,0,58
57,6.82,6.34,3,0,3,3,0,0,92
120,9.3,9.4,7,0,3,1,3,1,87
111,7.34,7.43,5,0,8,4,4,0,51
73,6.07,5.95,7,1,10,10,3,0,93
90,9.67,9.92,2,0,0,10,1,0,22
123,8.98,8.91,4,0,4,6,5,1,74
121,5.28,5.46,6,1,10,5,2,0,46
114,9.99,10.01,5,1,8,7,1,0,17
97,8.47,8.22,2,0,8,10,1,0,13
101,5.8,5.91,7,0,8,1,0,0,80
98,6.19,6.43,2,0,1,3,1,0,76
116,8.46,8.93,9,1,6,4,3,1,79
86,8.9,8.78,7,0,9,6,2,0,39
87,6.2,5.76,3,0,7,4,0,0,19
115,6.28,6.77,6,1,0,7,4,0,85
99,6.54,6.66,5,0,1,10,1,0,61
120,7.99,8.44,9,0,0,10,0,1,96
89,5.86,5.46,3,0,8,3,0,0,5
99,5.52,5.36,2,0,9,8,0,0,57
86,8.39,8.02,2,1,10,7,3,0,47
100,8.9,9.24,4,1,4,3,4,0,79
77,7.5,7.88,1,1,3,9,0,0,32
92,6.82,6.82,9,1,7,10,3,0,1
78,7.16,6.85,3,0,2,5,4,0,79
110,6.94,6.57,5,1,7,2,2,0,35
110,9.8,9.89,2,0,2,9,3,1,84
74,8.84,8.85,8,0,5,8,0,0,31
120,6.04,6.23,3,0,3,8,1,0,20
137,6.92,6.73,5,0,7,1,3,0,47
100,7.72,7.62,7,0,6,4,2,0,24
90,8.06,7.58,2,1,4,7,4,0,40
142,7.34,7.45,3,0,2,6,2,0,74
80,9.05,8.97,8,0,4,9,4,1,78
100,8.84,9.26,10,0,3,8,3,1,99
102,7.53,7.67,8,1,7,9,4,0,64
120,9.27,9.17,3,0,10,4,0,0,93
105,8.76,8.52,10,0,4,8,5,1,73
92,8.89,9.3,7,0,9,6,3,0,10
85,9.78,9.3,2,1,9,9,1,0,61
94,6.33,6.16,9,0,4,10,2,0,2
84,6.34,6.78,8,0,1,1,2,0,23
100,9.44,9.59,9,0,8,6,3,0,82
91,8.86,8.89,9,0,5,10,1,0,65
77,9.63,9.33,7,0,10,10,3,1,58
118,5.32,5.65,4,0,0,2,0,0,11
92,8.14,7.84,5,0,2,3,5,0,36
80,5.72,5.47,7,0,3,9,5,0,97
97,7.52,7.21,5,0,9,5,0,0,63
101,5.78,5.44,10,1,9,5,1,0,36
73,5.64,6.09,8,0,1,1,3,0,57
104,5.06,5.16,5,0,10,10,1,0,88
84,8.15,8.29,5,1,9,2,1,0,89
125,6.8,7.25,5,0,3,9,0,0,23
107,5.53,5.26,4,1,1,7,0,0,54
94,6.61,6.12,7,1,5,4,1,0,63
88,5.84,5.94,2,0,9,7,1,0,86
98,9.71,9.72,10,0,8,10,4,1,33
109,6.6,6.58,4,1,0,2,0,0,47
99,6.67,6.23,3,1,4,5,1,0,19
96,9.2,9.15,10,1,8,9,4,1,34
100,8.24,8.03,8,1,10,2,5,0,23
90,8.55,8.32,7,1,6,3,5,0,90
94,8.18,7.9,3,0,10,5,5,0,86
68,9.73,9.56,4,1,5,5,1,0,67
114,6.04,5.89,4,1,6,8,4,1,4
104,9.95,9.76,10,0,8,7,1,0,97
88,9.15,9.63,7,0,2,3,5,0,75
128,7.94,8.37,8,1,7,5,5,1,84
101,8.31,8.38,4,1,0,8,5,1,96
84,8.24,8.72,8,1,9,5,3,0,53
112,5.29,5.78,1,0,5,2,0,0,15
105,6.09,5.95,9,1,8,10,5,0,89
105,9.81,9.76,7,0,0,2,1,0,17
93,7.67,8.13,4,1,4,1,2,0,22
106,6.89,7.0,8,0,7,6,5,0,34
96,8.81,8.52,10,0,9,1,2,0,33
108,7.62,7.81,2,0,10,8,4,0,25
71,5.07,4.78,8,1,5,1,0,0,14
93,8.68,8.52,10,1,5,8,4,1,50
125,8.66,8.39,6,0,2,6,0,0,30
88,5.83,5.57,7,0,7,9,2,0,86
90,9.78,9.28,7,0,0,3,5,0,22
93,6.12,6.5,2,0,3,7,2,0,83
81,7.29,7.09,2,1,7,2,5,0,4
66,5.57,5.16,4,0,5,5,4,0,72
96,8.02,7.61,6,1,10,1,5,0,45
102,6.88,6.94,4,0,8,5,5,0,74
99,6.77,7.26,6,0,0,8,3,0,28
97,9.13,8.78,5,1,1,10,2,1,54
100,5.05,4.65,6,0,0,3,0,0,58
115,8.99,8.93,9,0,10,6,1,0,85
97,7.86,7.92,6,0,3,4,1,0,65
91,9.93,9.72,6,0,8,8,1,0,37
95,7.95,7.75,8,0,3,2,2,0,54
108,5.28,5.2,5,0,8,5,3,0,98
121,5.25,5.06,5,0,5,6,2,0,11
90,9.42,9.84,10,0,4,8,0,0,16
101,9.21,8.75,1,1,9,2,5,0,78
105,6.73,6.46,6,1,3,9,2,0,65
85,8.09,8.4,1,0,9,7,2,0,95
100,7.45,7.78,8,0,1,10,2,0,44
78,9.84,9.45,10,1,7,4,2,0,43
73,9.75,10.22,9,0,2,10,0,0,76
105,9.92,10.11,6,1,0,2,2,0,27
94,9.33,9.1,9,0,10,8,3,1,81
103,9.55,9.51,2,0,9,2,4,0,80
99,6.09,5.89,9,1,6,2,0,0,1
85,9.16,8.81,4,1,7,9,3,1,30
99,8.54,8.33,3,0,6,4,1,0,64
81,9.81,9.89,1,0,3,7,1,0,37
120,7.86,8.19,1,0,7,10,0,1,23
79,5.43,5.29,8,0,9,4,4,0,27
97,7.99,7.84,2,0,3,5,2,0,80
84,8.43,8.4,1,1,4,1,0,0,88
108,6.1,6.24,2,0,7,10,2,0,28
95,6.97,7.22,3,0,1,1,2,0,30
92,7.99,7.82,4,1,9,10,1,0,90
112,6.87,6.96,9,1,7,10,4,1,88
100,6.87,6.76,7,0,4,3,2,0,95
107,5.67,5.89,5,0,4,6,0,0,89
85,9.7,9.36,5,1,6,1,1,0,51
78,8.75,8.51,6,0,3,4,2,0,2
101,5.01,4.94,1,0,2,9,5,0,71
95,8.83,9.22,6,1,5,2,5,0,87
109,8.7,8.77,6,1,5,2,5,0,93
98,5.05,5.52,5,0,9,2,1,0,35
103,6.85,6.45,10,0,5,10,1,0,94
75,8.03,7.99,9,1,6,10,0,0,29
128,7.26,7.18,10,1,3,7,0,0,31
97,8.89,8.99,10,1,2,7,3,0,42
110,7.13,7.44,5,1,2,6,2,0,66
87,5.77,6.11,9,1,2,2,5,0,51
104,9.88,10.05,10,0,1,5,1,0,79
80,6.21,6.35,7,0,5,6,3,0,16
106,8.59,9.04,3,0,0,6,0,0,8
94,5.72,5.6,9,1,5,10,4,0,61
100,6.65,6.98,10,0,7,6,1,0,92
110,7.21,7.63,7,1,5,6,4,0,40
81,5.96,5.95,4,1,1,1,4,0,81
89,7.25,7.48,9,0,6,4,5,0,57
106,5.79,5.67,6,1,2,1,1,0,78
131,7.8,7.46,9,1,8,3,3,0,85
97,8.32,8.41,4,0,10,2,3,0,50
108,5.31,5.01,10,0,7,2,1,0,27
98,9.36,9.32,2,1,5,6,5,0,85
129,5.93,6.3,9,1,0,1,2,0,32
73,6.13,5.72,10,0,1,4,4,0,80
101,8.31,7.84,4,0,7,9,3,0,28
75,7.34,7.45,2,0,5,3,1,0,29
62,7.5,7.33,7,0,0,8,0,0,49
104,5.64,5.56,7,1,8,9,0,0,36
102,9.03,8.94,5,1,7,2,1,0,24
95,8.09,7.68,5,1,1,5,2,0,85
98,5.68,5.18,8,1,9,6,0,0,39
146,6.87,7.27,6,1,4,5,2,0,50
96,9.05,8.77,1,0,2,6,1,0,8
107,7.84,7.77,4,1,0,5,1,0,92
90,5.54,6.01,1,1,6,7,4,0,82
104,6.86,7.19,5,0,8,5,1,0,83
96,6.21,5.82,5,1,10,5,2,0,19
93,7.59,7.6,4,1,6,7,3,0,38
127,9.22,9.45,9,0,2,3,0,0,44
117,7.18,7.38,8,1,5,10,0,0,26
102,7.17,7.43,10,0,2,7,4,0,70
65,9.53,9.49,3,0,3,8,3,1,49
94,7.88,7.56,5,0,0,5,2,0,26
140,7.83,7.79,6,0,1,4,2,0,92
96,6.31,6.46,5,1,0,2,4,0,32
116,8.04,8.15,8,0,9,5,1,0,34
121,7.88,7.45,5,1,1,6,3,0,45
103,6.98,6.54,8,0,3,9,0,0,37
87,9.95,10.42,10,0,5,6,3,0,89
63,9.41,9.06,10,0,10,6,4,0,86
110,8.75,8.54,3,0,7,6,1,0,95
87,7.69,7.96,5,0,9,8,5,0,6
102,7.31,7.22,4,1,8,6,3,0,31
81,5.92,5.6,6,0,9,1,1,0,65
96,6.53,6.5,3,0,6,1,3,0,9
100,8.87,8.94,10,0,3,10,0,0,76
104,7.27,7.22,4,0,6,2,2,0,21
83,9.41,9.83,4,0,0,1,3,0,67
117,5.74,5.52,5,0,10,3,2,0,42
91,7.54,7.7,6,0,9,3,2,0,46
74,8.23,7.84,2,1,10,4,2,0,5
98,7.58,7.47,10,0,10,6,4,0,37
100,9.45,9.69,8,1,5,10,0,0,77
102,9.95,9.67,4,0,0,7,2,0,29
120,5.58,5.67,7,0,7,9,0,0,92
96,5.65,5.3,7,1,3,8,3,0,49
98,5.65,5.25,10,0,7,6,5,0,25
83,8.41,8.43,2,1,7,9,0,0,10
112,6.86,7.04,7,1,1,4,1,0,98
102,8.67,8.28,1,0,5,6,2,0,15
93,7.03,7.45,2,0,9,7,3,0,30
71,8.14,7.87,5,0,3,2,2,0,77
121,8.85,8.47,8,1,2,1,2,1,59
81,7.74,7.44,7,0,8,10,3,0,55
91,7.7,7.37,3,1,9,8,3,0,55
105,5.44,5.03,10,1,8,8,4,0,69
82,7.05,7.35,9,0,1,7,4,0,14
77,7.73,7.73,5,1,4,9,4,0,74
68,7.31,7.2,3,1,9,9,0,0,98
110,9.5,9.95,7,0,9,3,1,0,95
91,9.53,9.4,4,0,6,1,1,0,56
143,9.11,8.78,1,0,8,9,0,1,61
85,6.88,6.65,5,0,7,1,4,0,5
86,8.59,8.33,8,1,9,1,1,0,6
91,6.98,6.98,4,0,3,5,4,0,13
103,6.16,5.95,7,0,2,2,3,0,40
92,6.71,6.73,8,0,0,2,0,0,59
109,5.35,5.52,9,0,0,5,4,0,13
85,6.66,6.94,9,0,8,7,0,0,46
79,7.3,7.51,5,0,3,6,2,0,97
73,9.78,9.49,6,0,7,5,0,0,23
66,6.57,6.19,7,0,3,3,0,0,21
92,9.51,9.55,10,0,5,9,4,1,72
95,6.14,5.84,2,1,3,8,0,0,34
90,5.95,5.53,9,1,1,3,5,0,53
118,7.59,7.62,1,1,0,7,5,0,95
118,8.36,8.19,6,0,7,3,2,1,31
94,5.22,5.48,6,0,5,6,3,0,84
73,6.11,5.92,7,0,0,3,5,0,99
91,7.28,7.76,2,1,4,8,1,0,66
91,6.66,6.92,6,1,2,3,3,0,88
90,8.56,8.12,6,1,1,5,0,0,75
89,7.56,7.57,9,1,2,3,5,0,68
90,5.8,5.86,8,1,1,8,2,0,26
94,9.47,9.67,5,0,9,10,2,1,14
90,6.46,6.46,7,0,1,9,3,0,84
103,8.66,8.64,7,1,0,6,4,0,100
105,8.9,8.77,5,1,2,10,1,0,25
86,9.82,9.59,7,0,2,4,0,0,74
119,7.49,7.94,3,1,3,10,0,0,99
85,8.08,7.9,7,0,2,4,3,0,64
75,6.67,6.23,6,1,7,5,2,0,69
105,8.39,8.06,6,0,3,3,2,0,68
87,7.32,7.68,2,0,9,4,4,0,20
104,7.19,7.28,2,0,0,4,1,0,87
63,9.28,9.56,7,0,1,1,0,0,43
120,5.25,5.56,1,1,6,1,3,0,5
110,9.41,9.73,9,0,5,9,4,1,93
77,9.26,9.31,3,1,8,3,1,0,93
77,7.53,7.21,6,0,5,5,0,0,32
125,7.45,7.1,3,1,1,2,1,0,86
88,6.81,6.88,9,0,7,1,0,0,45
87,9.97,9.84,10,1,8,7,5,0,43
66,5.56,5.62,7,1,4,10,1,0,71
94,7.95,7.95,1,0,5,9,1,0,97
96,8.41,8.51,4,0,3,4,5,0,22
110,9.67,9.2,5,1,10,4,3,0,41
79,8.9,8.43,7,1,1,3,4,0,58
77,8.22,8.44,7,1,4,3,2,0,59
106,5.58,5.27,5,1,4,2,1,0,28
115,6.87,7.02,1,1,0,3,3,0,85
76,5.69,5.74,5,0,4,5,5,0,55
116,9.41,9.89,5,1,0,8,2,1,51
100,8.75,9.09,4,1,2,8,4,1,36
116,8.79,8.7,6,0,10,5,4,1,68
98,8.26,8.38,8,0,8,1,1,0,43
62,7.54,7.16,10,0,3,10,5,0,6
97,5.75,5.64,5,1,8,2,5,0,83
115,6.65,6.88,8,0,5,8,0,0,51
